SEQ,VARIABLE,DESCRIPTION,VINTAGE,UNIT,TYPE,AGGREGATION_TYPE,WEIGHT_FIELD,UNIVERSE,MEDIAN_UBOUND,NATIVE_GEO
223,YBTX4O8089,Year Structure Built: Owner occupied: Built 1980 to 1989,2024,Dwellings,Numeric,Sum,,DWLE4OWNED,30,Block Group
224,YBTX4O7079,Year Structure Built: Owner occupied: Built 1970 to 1979,2024,Dwellings,Numeric,Sum,,DWLE4OWNED,40,Block Group
225,YBTX4O6069,Year Structure Built: Owner occupied: Built 1960 to 1969,2024,Dwellings,Numeric,Sum,,DWLE4OWNED,50,Block Group
226,YBTX4O5059,Year Structure Built: Owner occupied: Built 1950 to 1959,2024,Dwellings,Numeric,Sum,,DWLE4OWNED,60,Block Group
227,YBTX4O4049,Year Structure Built: Owner occupied: Built 1940 to 1949,2024,Dwellings,Numeric,Sum,,DWLE4OWNED,70,Block Group
228,YBTX4O39PR,Year Structure Built: Owner occupied: Built 1939 or earlier,2024,Dwellings,Numeric,Sum,,DWLE4OWNED,100,Block Group
229,YBTX4R20UP,Year Structure Built: Renter occupied: Built 2020 or later,2024,Dwellings,Numeric,Sum,,DWLE4RENT,5,Block Group
230,YBTX4R1019,Year Structure Built: Renter occupied: Built 2010 to 2019,2024,Dwellings,Numeric,Sum,,DWLE4RENT,10,Block Group
231,YBTX4R0009,Year Structure Built: Renter occupied: Built 2000 to 2009,2024,Dwellings,Numeric,Sum,,DWLE4RENT,15,Block Group
232,YBTX4R9099,Year Structure Built: Renter occupied: Built 1990 to 1999,2024,Dwellings,Numeric,Sum,,DWLE4RENT,20,Block Group
233,YBTX4R8089,Year Structure Built: Renter occupied: Built 1980 to 1989,2024,Dwellings,Numeric,Sum,,DWLE4RENT,30,Block Group
234,YBTX4R7079,Year Structure Built: Renter occupied: Built 1970 to 1979,2024,Dwellings,Numeric,Sum,,DWLE4RENT,40,Block Group
235,YBTX4R6069,Year Structure Built: Renter occupied: Built 1960 to 1969,2024,Dwellings,Numeric,Sum,,DWLE4RENT,50,Block Group
236,YBTX4R5059,Year Structure Built: Renter occupied: Built 1950 to 1959,2024,Dwellings,Numeric,Sum,,DWLE4RENT,60,Block Group
237,YBTX4R4049,Year Structure Built: Renter occupied: Built 1940 to 1949,2024,Dwellings,Numeric,Sum,,DWLE4RENT,70,Block Group
238,YBTX4R39PR,Year Structure Built: Renter occupied: Built 1939 or earlier,2024,Dwellings,Numeric,Sum,,DWLE4RENT,100,Block Group
239,YBTX420UP,Year Structure Built:  Built 2020 or later,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,5,Block Group
240,YBTX41019,Year Structure Built:  Built 2010 to 2019,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,10,Block Group
241,YBTX40009,Year Structure Built:  Built 2000 to 2009,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,15,Block Group
242,YBTX49099,Year Structure Built:  Built 1990 to 1999,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,20,Block Group
243,YBTX48089,Year Structure Built:  Built 1980 to 1989,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,30,Block Group
244,YBTX47079,Year Structure Built:  Built 1970 to 1979,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,40,Block Group
245,YBTX46069,Year Structure Built:  Built 1960 to 1969,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,50,Block Group
246,YBTX45059,Year Structure Built:  Built 1950 to 1959,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,60,Block Group
247,YBTX44049,Year Structure Built:  Built 1940 to 1949,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,70,Block Group
248,YBTX439PR,Year Structure Built:  Built 1939 or earlier,2024,Dwellings,Numeric,Sum,,DWLE4OCCUP,100,Block Group
249,YBTX4MED,Median Housing Age,2024,Years,Numeric,Median,,,,Block Group
250,YBTX4MEDO,Median Housing Age (Owned Dwellings),2024,Years,Numeric,Median,,,,Block Group
251,YBTX4MEDR,Median Housing Age (Rented Dwellings),2024,Years,Numeric,Median,,,,Block Group
252,RACE4DOM,Dominant Race/Ethnicity Group,2024,Class,String (2),Sum,,,,Block Group
253,HHSE4MCFCH,Families married couple w children,2024,Households,Numeric,Sum,,HHDE4FAM,,Block Group
254,HHSE4LPMCH,Families male no wife w children,2024,Households,Numeric,Sum,,HHDE4FAM,,Block Group
255,HHSE4LPFCH,Families female no husband children,2024,Households,Numeric,Sum,,HHDE4FAM,,Block Group
256,HHSE4MCFNC,Families married couple no children,2024,Households,Numeric,Sum,,HHDE4FAM,,Block Group
257,HHSE4LPMNC,Families male no wife no children,2024,Households,Numeric,Sum,,HHDE4FAM,,Block Group
258,HHSE4LPFNC,Families female no husband no children,2024,Households,Numeric,Sum,,HHDE4FAM,,Block Group
259,HHDE4FAM,Family Households,2024,Households,Numeric,Sum,,HHDE4,,Block Group
260,HAGE41524,Households householder 15-24 yrs,2024,Households,Numeric,Sum,,HHDE4,24,Block Group
261,HAGE42534,Households householder 25-34 yrs,2024,Households,Numeric,Sum,,HHDE4,34,Block Group
262,HAGE43544,Households householder 35-44 yrs,2024,Households,Numeric,Sum,,HHDE4,44,Block Group
263,HAGE44554,Households householder 45-54 yrs,2024,Households,Numeric,Sum,,HHDE4,54,Block Group
264,HAGE45564,Households householder 55-64 yrs,2024,Households,Numeric,Sum,,HHDE4,64,Block Group
265,HAGE46574,Households householder 65-74 yrs,2024,Households,Numeric,Sum,,HHDE4,74,Block Group
266,HAGE47584,Households householder 75-84 yrs,2024,Households,Numeric,Sum,,HHDE4,84,Block Group
267,HAGE4GT85,Households householder 85+ yrs,2024,Households,Numeric,Sum,,HHDE4,100,Block Group
268,LNIX4ENGL,Household Language: English,2024,Households,Numeric,Sum,,HHDE4,,Block Group
269,LNIX4SPNIS,Household Language: Spanish Linguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
270,LNIX4SPNN,Household Language: Spanish Not Linguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
271,LNIX4IEUIS,Household Language: Other Indo-EuropeanLinguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
272,LNIX4IUEN,Household Language: Other Indo-European Not Linguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
273,LNIX4ASNIS,Household Language: Asian and Pacific IslandLinguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
274,LNIX4ASNN,Household Language: Asian and Pacific Island Not Linguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
275,LNIX4OTHIN,Household Language: OtherLinguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
276,LNIX4OTHN,Household Language: Other Not Linguistically isolated,2024,Households,Numeric,Sum,,HHDE4,,Block Group
277,LNIX4NENG,Non-English Speaking Households,2024,Households,Numeric,Sum,,HHDE4,,Block Group
278,LNIX4ENGP,Bilingual Households,2024,Households,Numeric,Sum,,HHDE4,,Block Group
279,LNIX4ISOL,Linguistically Isolated Households,2024,Households,Numeric,Sum,,HHDE4,,Block Group
280,HHDE4MEDAG,Median Age of Householder,2024,Years,Numeric,Median,,,,Block Group
281,HSTE4OWN1,Owner Households - 1 Person,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
282,HSTE4OWN2,Owner Households - 2 Person,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
283,HSTE4OWN3,Owner Households - 3 Person,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
284,HSTE4OWN4,Owner Households - 4 Person,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
285,HSTE4OWN5,Owner Households - 5 Person,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
286,HSTE4OWN6,Owner Households - 6 Person,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
287,HSTE4OWN7,Owner Households - 7+ Person,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
288,HHDE4S1,Households 1-person,2024,Households,Numeric,Sum,,HHDE4,1,Block Group
289,HHDE4S2,Households 2-persons,2024,Households,Numeric,Sum,,HHDE4,2,Block Group
290,HHDE4S3,Households 3-persons,2024,Households,Numeric,Sum,,HHDE4,3,Block Group
291,HHDE4S4,Households 4-persons,2024,Households,Numeric,Sum,,HHDE4,4,Block Group
292,HHDE4S5,Households 5-persons,2024,Households,Numeric,Sum,,HHDE4,5,Block Group
293,HHDE4S6,Households 6-persons,2024,Households,Numeric,Sum,,HHDE4,6,Block Group
294,HHDE4S7,Households 7+ persons,2024,Households,Numeric,Sum,,HHDE4,10,Block Group
295,HHDE4AVESZ,Average Household Size,2024,Persons,Numeric,Weighted Sum,HHDE3,,,Block Group
296,FAME4AVESZ,Average Family Size,2024,Persons,Numeric,Weighted Sum,HHDE3FAM,,,Block Group
297,NFME4AVESZ,Average Non-Family Household Size,2024,Persons,Numeric,Weighted Sum,HHDE3NFM,,,Block Group
298,AGHE4FAM,Families with Persons < 18,2024,Households,Numeric,Sum,,HHDE4FAM,,Block Group
299,AGHE4NFAM,Non-Families with Persons < 18,2024,Households,Numeric,Sum,,HHDE4NFM,,Block Group
300,HHDE4NFM,Non-Family Households,2024,Households,Numeric,Sum,,HHDE4,,Block Group
301,VPHE4O0,Owner hh no vehicle available,2024,Households,Numeric,Sum,,DWLE4OWNED,,Block Group
302,VPHE4O1,Owner hh 1 vehicle available,2024,Households,Numeric,Sum,,DWLE4OWNED,1,Block Group
303,VPHE4O2,Owner hh 2 vehicles available,2024,Households,Numeric,Sum,,DWLE4OWNED,2,Block Group
304,VPHE4O3,Owner hh 3 vehicles available,2024,Households,Numeric,Sum,,DWLE4OWNED,3,Block Group
305,VPHE4O4,Owner hh 4 vehicles available,2024,Households,Numeric,Sum,,DWLE4OWNED,4,Block Group
306,VPHE4O5,Owner hh 5+ vehicles available,2024,Households,Numeric,Sum,,DWLE4OWNED,7,Block Group
307,VAVE4OTOT,Agg vehicles available owner hshlds,2024,Vehicles,Numeric,Sum,,,,Block Group
308,VPHE4R0,Renter hh no vehicle available,2024,Households,Numeric,Sum,,DWLE4RENT,,Block Group
309,VPHE4R1,Renter hh 1 vehicle available,2024,Households,Numeric,Sum,,DWLE4RENT,1,Block Group
310,VPHE4R2,Renter hh 2 vehicles available,2024,Households,Numeric,Sum,,DWLE4RENT,2,Block Group
311,VPHE4R3,Renter hh 3 vehicles available,2024,Households,Numeric,Sum,,DWLE4RENT,3,Block Group
312,VPHE4R4,Renter hh 4 vehicles available,2024,Households,Numeric,Sum,,DWLE4RENT,4,Block Group
313,VPHE4R5,Renter hh 5+ vehicles available,2024,Households,Numeric,Sum,,DWLE4RENT,7,Block Group
314,VAVE4RTOT,Agg vehicles available renter hshlds,2024,Vehicles,Numeric,Sum,,,,Block Group
315,VPHE4NONE,Households: No Vehicle Available,2024,Households,Numeric,Sum,,HHDE4,,Block Group
316,VPHE41,Households: One Vehicle Available,2024,Households,Numeric,Sum,,HHDE4,1,Block Group
317,VPHE42,Households: Two Vehicles Available,2024,Households,Numeric,Sum,,HHDE4,2,Block Group
318,VPHE43,Households: Three Vehicles Available,2024,Households,Numeric,Sum,,HHDE4,3,Block Group
319,VPHE44,Households: Four Vehicles Available,2024,Households,Numeric,Sum,,HHDE4,4,Block Group
320,VPHE45,Households: Five+ Vehicles Available,2024,Households,Numeric,Sum,,HHDE4,7,Block Group
321,VPHE4AVE,Households: Average Vehicles Available,2024,Vehicles,Numeric,Weighted Sum,HHDE3,,,Block Group
322,HHDE4,Households,2024,Households,Numeric,Sum,,,,Block Group
323,HHDE4DENS,Household Density (Per Square Mile),2024,Households,Numeric,Weighted Sum,AREA,,,Block Group
324,DWLE4VACNT,Housing units vacant,2024,Dwellings,Numeric,Sum,,DWLE4,,Block Group
325,DWLE4RENT,Occupied units renter,2024,Dwellings,Numeric,Sum,,DWLE4,,Block Group
326,DWLE4,Housing units,2024,Dwellings,Numeric,Sum,,,,Block Group
327,AGGX4WAGE,Aggregate wage or salary income in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
328,AGGX4SELF,Aggregate self-employment income in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
329,AGGX4INT,Aggregate interest, dividends, or net rental income in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
330,AGGX4SOCSE,Aggregate Social Security income in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
331,AGGX4SUPSE,Aggregate Supplemental Security Income (SSI) in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
332,AGGX4PUB,Aggregate public assistance income in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
333,AGGX4RET,Aggregate retirement income in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
334,AGGX4OTH,Aggregate other types of income in the past 12 months,2024,Dollars,Numeric,Sum,,,,Block Group
335,INCE4AGG,Aggegrate Income,2024,Dollars,Numeric,Sum,,,,Block Group
336,INCE4AGGHD,Aggregate Household Income,2024,Dollars,Numeric,Sum,,,,Block Group
337,INCE4AGGFA,Aggregate Family Household Income,2024,Dollars,Numeric,Sum,,,,Block Group
338,INCE4AGGNF,Aggregate Non-Family Household Income,2024,Dollars,Numeric,Sum,,,,Block Group
339,INCE4AGGGP,Aggregate Group Quarters Income,2024,Dollars,Numeric,Sum,,,,Block Group
340,INCE4PCAP,Per capita income,2024,Dollars,Numeric,Weighted Sum,POPE3,,,Block Group
341,INCE4AVEHH,Average household Income,2024,Dollars,Numeric,Weighted Sum,HHDE3,,,Block Group
342,INCE4AVEFA,Average family income,2024,Dollars,Numeric,Weighted Sum,HHDE3FAM,,,Block Group
343,INCE4AVENF,Average Non-Family Income,2024,Dollars,Numeric,Weighted Sum,HHDE3NFM,,,Block Group
344,INCE4MEDHH,Median household income,2024,Dollars,Numeric,Median,,,,Block Group
345,INCE4MEDFA,Median family income,2024,Dollars,Numeric,Median,,,,Block Group
346,INCE4MEDNF,Median Non-Family Income,2024,Dollars,Numeric,Median,,,,Block Group
347,INCE4DENS,Income Density ($000 Per Square Mile),2024,Dollars (000),Numeric,Weighted Sum,AREA,,,Block Group
348,INCE4INEQ,Income Inequality Coefficient,2024,Coefficient,Numeric,Inequality,,,,Block Group
349,FIXE4LT05,Families income <$5000,2024,Households,Numeric,Sum,,HHDE4FAM,4999,Block Group
350,FIXE40510,Families income $5000-9999,2024,Households,Numeric,Sum,,HHDE4FAM,9999,Block Group
351,FIXE41015,Families income $10000-14999,2024,Households,Numeric,Sum,,HHDE4FAM,14999,Block Group
352,FIXE41520,Families income $15000-19999,2024,Households,Numeric,Sum,,HHDE4FAM,19999,Block Group
353,FIXE42025,Families income $20000-24999,2024,Households,Numeric,Sum,,HHDE4FAM,24999,Block Group
354,FIXE42530,Families income $25000-29999,2024,Households,Numeric,Sum,,HHDE4FAM,29999,Block Group
355,FIXE43035,Families income $30000-34999,2024,Households,Numeric,Sum,,HHDE4FAM,34999,Block Group
356,FIXE43540,Families income $35000-39999,2024,Households,Numeric,Sum,,HHDE4FAM,39999,Block Group
357,FIXE44045,Families income $40000-44999,2024,Households,Numeric,Sum,,HHDE4FAM,44999,Block Group
358,FIXE44550,Families income $45000-49999,2024,Households,Numeric,Sum,,HHDE4FAM,49999,Block Group
359,FIXE45055,Families income $50000-54999,2024,Households,Numeric,Sum,,HHDE4FAM,54999,Block Group
360,FIXE45560,Families income $55000-59999,2024,Households,Numeric,Sum,,HHDE4FAM,59999,Block Group
361,FIXE46065,Families income $60000-64999,2024,Households,Numeric,Sum,,HHDE4FAM,64999,Block Group
362,FIXE46570,Families income $65000-69999,2024,Households,Numeric,Sum,,HHDE4FAM,69999,Block Group
363,FIXE47075,Families income $70000-74999,2024,Households,Numeric,Sum,,HHDE4FAM,74999,Block Group
364,FIXE47580,Families income $75000-79999,2024,Households,Numeric,Sum,,HHDE4FAM,79999,Block Group
365,FIXE48085,Families income $80000-84999,2024,Households,Numeric,Sum,,HHDE4FAM,84999,Block Group
366,FIXE48590,Families income $85000-89999,2024,Households,Numeric,Sum,,HHDE4FAM,89999,Block Group
367,FIXE49095,Families income $90000-94999,2024,Households,Numeric,Sum,,HHDE4FAM,94999,Block Group
368,FIXE495100,Families income $95000-99999,2024,Households,Numeric,Sum,,HHDE4FAM,99999,Block Group
369,FIXE410025,Families income $100000-124999,2024,Households,Numeric,Sum,,HHDE4FAM,124999,Block Group
370,FIXE412550,Families income $125000-149999,2024,Households,Numeric,Sum,,HHDE4FAM,149999,Block Group
371,FIXE415020,Families income $150000-199999,2024,Households,Numeric,Sum,,HHDE4FAM,199999,Block Group
372,FIXE420050,Families income $200000-249999,2024,Households,Numeric,Sum,,HHDE4FAM,249999,Block Group
373,FIXE425050,Families income $250000-499999,2024,Households,Numeric,Sum,,HHDE4FAM,499999,Block Group
374,FIXE4GT500,Families income $500000+,2024,Households,Numeric,Sum,,HHDE4FAM,750000,Block Group
375,FINE4LT10,Family Household Income < $10000,2024,Households,Numeric,Sum,,HHDE4FAM,9999,Block Group
376,FINE41015,Family Household Income $10000-$14999,2024,Households,Numeric,Sum,,HHDE4FAM,14999,Block Group
377,FINE41520,Family Household Income $15000-$19999,2024,Households,Numeric,Sum,,HHDE4FAM,19999,Block Group
378,FINE42025,Family Household Income $20000-$24999,2024,Households,Numeric,Sum,,HHDE4FAM,24999,Block Group
379,FINE42530,Family Household Income $25000-$29999,2024,Households,Numeric,Sum,,HHDE4FAM,29999,Block Group
380,FINE43035,Family Household Income $30000-$34999,2024,Households,Numeric,Sum,,HHDE4FAM,34999,Block Group
381,FINE43540,Family Household Income $35000-$39999,2024,Households,Numeric,Sum,,HHDE4FAM,39999,Block Group
382,FINE44045,Family Household Income $40000-$44999,2024,Households,Numeric,Sum,,HHDE4FAM,44999,Block Group
383,FINE44550,Family Household Income $45000-$49999,2024,Households,Numeric,Sum,,HHDE4FAM,49999,Block Group
384,FINE45060,Family Household Income $50000-$59999,2024,Households,Numeric,Sum,,HHDE4FAM,59999,Block Group
385,FINE46075,Family Household Income $60000-$74999,2024,Households,Numeric,Sum,,HHDE4FAM,74999,Block Group
386,FINE475100,Family Household Income $75000-$99999,2024,Households,Numeric,Sum,,HHDE4FAM,99999,Block Group
387,FINE410025,Family Household Income $100000-$124999,2024,Households,Numeric,Sum,,HHDE4FAM,124999,Block Group
388,FINE412550,Family Household Income $125000-$149999,2024,Households,Numeric,Sum,,HHDE4FAM,149999,Block Group
389,FINE415020,Family Household Income $150000-$199999,2024,Households,Numeric,Sum,,HHDE4FAM,199999,Block Group
390,FINE4GT200,Family Household Income > $200000,2024,Households,Numeric,Sum,,HHDE4FAM,500000,Block Group
391,HIXE4LT05,Hshlds income <$5000,2024,Households,Numeric,Sum,,HHDE4,4999,Block Group
392,HIXE40510,Hshlds income $5000-9999,2024,Households,Numeric,Sum,,HHDE4,9999,Block Group
393,HIXE41015,Hshlds income $10000-14999,2024,Households,Numeric,Sum,,HHDE4,14999,Block Group
394,HIXE41520,Hshlds income $15000-19999,2024,Households,Numeric,Sum,,HHDE4,19999,Block Group
395,HIXE42025,Hshlds income $20000-24999,2024,Households,Numeric,Sum,,HHDE4,24999,Block Group
396,HIXE42530,Hshlds income $25000-29999,2024,Households,Numeric,Sum,,HHDE4,29999,Block Group
397,HIXE43035,Hshlds income $30000-34999,2024,Households,Numeric,Sum,,HHDE4,34999,Block Group
398,HIXE43540,Hshlds income $35000-39999,2024,Households,Numeric,Sum,,HHDE4,39999,Block Group
399,HIXE44045,Hshlds income $40000-44999,2024,Households,Numeric,Sum,,HHDE4,44999,Block Group
400,HIXE44550,Hshlds income $45000-49999,2024,Households,Numeric,Sum,,HHDE4,49999,Block Group
401,HIXE45055,Hshlds income $50000-54999,2024,Households,Numeric,Sum,,HHDE4,54999,Block Group
402,HIXE45560,Hshlds income $55000-59999,2024,Households,Numeric,Sum,,HHDE4,59999,Block Group
403,HIXE46065,Hshlds income $60000-64999,2024,Households,Numeric,Sum,,HHDE4,64999,Block Group
404,HIXE46570,Hshlds income $65000-69999,2024,Households,Numeric,Sum,,HHDE4,69999,Block Group
405,HIXE47075,Hshlds income $70000-74999,2024,Households,Numeric,Sum,,HHDE4,74999,Block Group
406,HIXE47580,Hshlds income $75000-79999,2024,Households,Numeric,Sum,,HHDE4,79999,Block Group
407,HIXE48085,Hshlds income $80000-84999,2024,Households,Numeric,Sum,,HHDE4,84999,Block Group
408,HIXE48590,Hshlds income $85000-89999,2024,Households,Numeric,Sum,,HHDE4,89999,Block Group
409,HIXE49095,Hshlds income $90000-94999,2024,Households,Numeric,Sum,,HHDE4,94999,Block Group
410,HIXE495100,Hshlds income $95000-99999,2024,Households,Numeric,Sum,,HHDE4,99999,Block Group
411,HIXE410025,Hshlds income $100000-124999,2024,Households,Numeric,Sum,,HHDE4,124999,Block Group
412,HIXE412550,Hshlds income $125000-149999,2024,Households,Numeric,Sum,,HHDE4,149999,Block Group
413,HIXE415020,Hshlds income $150000-199999,2024,Households,Numeric,Sum,,HHDE4,199999,Block Group
414,HIXE420050,Hshlds income $200000-249999,2024,Households,Numeric,Sum,,HHDE4,249999,Block Group
415,HIXE425050,Hshlds income $250000-499999,2024,Households,Numeric,Sum,,HHDE4,499999,Block Group
416,HIXE4GT500,Hshlds income $500000+,2024,Households,Numeric,Sum,,HHDE4,750000,Block Group
417,HINE4LT10,Household Income < $10000,2024,Households,Numeric,Sum,,HHDE4,9999,Block Group
418,HINE41015,Household Income $10000-$14999,2024,Households,Numeric,Sum,,HHDE4,14999,Block Group
419,HINE41520,Household Income $15000-$19999,2024,Households,Numeric,Sum,,HHDE4,19999,Block Group
420,HINE42025,Household Income $20000-$24999,2024,Households,Numeric,Sum,,HHDE4,24999,Block Group
421,HINE42530,Household Income $25000-$29999,2024,Households,Numeric,Sum,,HHDE4,29999,Block Group
422,HINE43035,Household Income $30000-$34999,2024,Households,Numeric,Sum,,HHDE4,34999,Block Group
423,HINE43540,Household Income $35000-$39999,2024,Households,Numeric,Sum,,HHDE4,39999,Block Group
424,HINE44045,Household Income $40000-$44999,2024,Households,Numeric,Sum,,HHDE4,44999,Block Group
425,HINE44550,Household Income $45000-$49999,2024,Households,Numeric,Sum,,HHDE4,49999,Block Group
426,HINE45060,Household Income $50000-$59999,2024,Households,Numeric,Sum,,HHDE4,59999,Block Group
427,HINE46075,Household Income $60000-$74999,2024,Households,Numeric,Sum,,HHDE4,74999,Block Group
428,HINE475100,Household Income $75000-$99999,2024,Households,Numeric,Sum,,HHDE4,99999,Block Group
429,HINE410025,Household Income $100000-$124999,2024,Households,Numeric,Sum,,HHDE4,124999,Block Group
430,HINE412550,Household Income $125000-$149999,2024,Households,Numeric,Sum,,HHDE4,149999,Block Group
431,HINE415020,Household Income $150000-$199999,2024,Households,Numeric,Sum,,HHDE4,199999,Block Group
432,HINE4GT200,Household Income > $200000,2024,Households,Numeric,Sum,,HHDE4,500000,Block Group
433,NIXE4LT05,Nonfamilies income <$5000,2024,Households,Numeric,Sum,,HHDE4NFM,4999,Block Group
434,NIXE40510,Nonfamilies income $5000-9999,2024,Households,Numeric,Sum,,HHDE4NFM,9999,Block Group
435,NIXE41015,Nonfamilies income $10000-14999,2024,Households,Numeric,Sum,,HHDE4NFM,14999,Block Group
436,NIXE41520,Nonfamilies income $15000-19999,2024,Households,Numeric,Sum,,HHDE4NFM,19999,Block Group
437,NIXE42025,Nonfamilies income $20000-24999,2024,Households,Numeric,Sum,,HHDE4NFM,24999,Block Group
438,NIXE42530,Nonfamilies income $25000-29999,2024,Households,Numeric,Sum,,HHDE4NFM,29999,Block Group
439,NIXE43035,Nonfamilies income $30000-34999,2024,Households,Numeric,Sum,,HHDE4NFM,34999,Block Group
440,NIXE43540,Nonfamilies income $35000-39999,2024,Households,Numeric,Sum,,HHDE4NFM,39999,Block Group
441,NIXE44045,Nonfamilies income $40000-44999,2024,Households,Numeric,Sum,,HHDE4NFM,44999,Block Group
442,NIXE44550,Nonfamilies income $45000-49999,2024,Households,Numeric,Sum,,HHDE4NFM,49999,Block Group
443,NIXE45055,Nonfamilies income $50000-54999,2024,Households,Numeric,Sum,,HHDE4NFM,54999,Block Group
444,NIXE45560,Nonfamilies income $55000-59999,2024,Households,Numeric,Sum,,HHDE4NFM,59999,Block Group
445,NIXE46065,Nonfamilies income $60000-64999,2024,Households,Numeric,Sum,,HHDE4NFM,64999,Block Group
446,NIXE46570,Nonfamilies income $65000-69999,2024,Households,Numeric,Sum,,HHDE4NFM,69999,Block Group
447,NIXE47075,Nonfamilies income $70000-74999,2024,Households,Numeric,Sum,,HHDE4NFM,74999,Block Group
448,NIXE47580,Nonfamilies income $75000-79999,2024,Households,Numeric,Sum,,HHDE4NFM,79999,Block Group
449,NIXE48085,Nonfamilies income $80000-84999,2024,Households,Numeric,Sum,,HHDE4NFM,84999,Block Group
450,NIXE48590,Nonfamilies income $85000-89999,2024,Households,Numeric,Sum,,HHDE4NFM,89999,Block Group
451,NIXE49095,Nonfamilies income $90000-94999,2024,Households,Numeric,Sum,,HHDE4NFM,94999,Block Group
452,NIXE495100,Nonfamilies income $95000-99999,2024,Households,Numeric,Sum,,HHDE4NFM,99999,Block Group
453,NIXE410025,Nonfamilies income $100000-124999,2024,Households,Numeric,Sum,,HHDE4NFM,124999,Block Group
454,NIXE412550,Nonfamilies income $125000-149999,2024,Households,Numeric,Sum,,HHDE4NFM,149999,Block Group
455,NIXE415020,Nonfamilies income $150000-199999,2024,Households,Numeric,Sum,,HHDE4NFM,199999,Block Group
456,NIXE420050,Nonfamilies income $200000-249999,2024,Households,Numeric,Sum,,HHDE4NFM,249999,Block Group
457,NIXE425050,Nonfamilies income $250000-499999,2024,Households,Numeric,Sum,,HHDE4NFM,499999,Block Group
458,NIXE4GT500,Nonfamilies income $500000+,2024,Households,Numeric,Sum,,HHDE4NFM,750000,Block Group
459,NINE4LT10,Non-Family Household Income < $10000,2024,Households,Numeric,Sum,,HHDE4NFM,9999,Block Group
460,NINE41015,Non-Family Household Income $10000-$14999,2024,Households,Numeric,Sum,,HHDE4NFM,14999,Block Group
461,NINE41520,Non-Family Household Income $15000-$19999,2024,Households,Numeric,Sum,,HHDE4NFM,19999,Block Group
462,NINE42025,Non-Family Household Income $20000-$24999,2024,Households,Numeric,Sum,,HHDE4NFM,24999,Block Group
463,NINE42530,Non-Family Household Income $25000-$29999,2024,Households,Numeric,Sum,,HHDE4NFM,29999,Block Group
464,NINE43035,Non-Family Household Income $30000-$34999,2024,Households,Numeric,Sum,,HHDE4NFM,34999,Block Group
465,NINE43540,Non-Family Household Income $35000-$39999,2024,Households,Numeric,Sum,,HHDE4NFM,39999,Block Group
466,NINE44045,Non-Family Household Income $40000-$44999,2024,Households,Numeric,Sum,,HHDE4NFM,44999,Block Group
467,NINE44550,Non-Family Household Income $45000-$49999,2024,Households,Numeric,Sum,,HHDE4NFM,49999,Block Group
468,NINE45060,Non-Family Household Income $50000-$59999,2024,Households,Numeric,Sum,,HHDE4NFM,59999,Block Group
469,NINE46075,Non-Family Household Income $60000-$74999,2024,Households,Numeric,Sum,,HHDE4NFM,74999,Block Group
470,NINE475100,Non-Family Household Income $75000-$99999,2024,Households,Numeric,Sum,,HHDE4NFM,99999,Block Group
471,NINE410025,Non-Family Household Income $100000-$124999,2024,Households,Numeric,Sum,,HHDE4NFM,124999,Block Group
472,NINE412550,Non-Family Household Income $125000-$149999,2024,Households,Numeric,Sum,,HHDE4NFM,149999,Block Group
473,NINE415020,Non-Family Household Income $150000-$199999,2024,Households,Numeric,Sum,,HHDE4NFM,199999,Block Group
474,NINE4GT200,Non-Family Household Income > $200000,2024,Households,Numeric,Sum,,HHDE4NFM,500000,Block Group
